Order ID,Order Date,Ship Date,Customer Name,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-1712,2022-01-30 16:00:00,2022-01-31 16:00:00,David,South,Technology,Accessories,Stapler,631.96,2,0.3,302.1
ORD-1713,2022-01-30 17:00:00,2022-01-31 17:00:00,Charlie,South,Office Supplies,Accessories,Pen,592.6,1,0.0,
ORD-1714,2022-01-30 18:00:00,2022-01-31 18:00:00,Charlie,Central,Office Supplies,Tables,Monitor,541.83,7,0.1,122.05
ORD-1715,2022-01-30 19:00:00,2022-01-31 19:00:00,David,West,Office Supplies,Binders,Paper,788.01,9,0.0,-14.3
ORD-1716,2022-01-30 20:00:00,2022-01-31 20:00:00,Alice,South,Furniture,,Desk,560.31,2,0.2,116.07
ORD-1717,2022-01-30 21:00:00,2022-01-31 21:00:00,Bob,West,Technology,Chairs,Pen,858.53,7,0.0,338.37
ORD-1718,2022-01-30 22:00:00,2022-01-31 22:00:00,Alice,Central,Furniture,Accessories,Pen,240.31,3,0.3,333.41
ORD-1719,2022-01-30 23:00:00,2022-01-31 23:00:00,Alice,East,Furniture,Chairs,Monitor,807.92,6,0.3,
ORD-1720,2022-01-31 00:00:00,2022-02-01 00:00:00,Frank,East,Office Supplies,Accessories,Desk,187.52,3,0.1,449.86
ORD-1721,2022-01-31 01:00:00,2022-02-01 01:00:00,Alice,South,Technology,Chairs,Monitor,814.99,5,,-15.35
ORD-1722,2022-01-31 02:00:00,2022-02-01 02:00:00,Eva,Central,Office Supplies,Accessories,Printer,941.06,2,0.3,-31.78
ORD-1723,2022-01-31 03:00:00,2022-02-01 03:00:00,Frank,West,Furniture,Chairs,Paper,342.34,8,0.1,229.66
ORD-1724,2022-01-31 04:00:00,2022-02-01 04:00:00,Frank,South,Office Supplies,Accessories,Desk,534.59,8,0.3,234.91
ORD-1725,2022-01-31 05:00:00,2022-02-01 05:00:00,Charlie,Central,Technology,Storage,Pen,661.75,7,0.3,-167.42
ORD-1726,2022-01-31 06:00:00,2022-02-01 06:00:00,Alice,Central,Office Supplies,Chairs,Monitor,88.68,6,,225.44
ORD-1727,2022-01-31 07:00:00,2022-02-01 07:00:00,,West,Technology,Binders,Pen,499.14,1,0.2,62.11
ORD-1728,2022-01-31 08:00:00,2022-02-01 08:00:00,David,South,Technology,Tables,Desk,366.98,8,0.1,323.21
ORD-1729,2022-01-31 09:00:00,2022-02-01 09:00:00,,Central,Office Supplies,Storage,Pen,,1,0.3,365.67
ORD-1730,2022-01-31 10:00:00,2022-02-01 10:00:00,Frank,Central,Furniture,Storage,Monitor,877.91,8,0.3,186.51
ORD-1731,2022-01-31 11:00:00,2022-02-01 11:00:00,David,Central,Office Supplies,Chairs,Monitor,703.77,2,0.0,-198.81
ORD-1732,2022-01-31 12:00:00,2022-02-01 12:00:00,David,West,Furniture,Tables,Stapler,659.17,8,0.2,245.46
ORD-1733,2022-01-31 13:00:00,2022-02-01 13:00:00,Eva,South,Furniture,Binders,Pen,736.35,4,,324.22
ORD-1734,2022-01-31 14:00:00,2022-02-01 14:00:00,Bob,South,Office Supplies,Storage,Stapler,372.33,7,0.1,-25.71
ORD-1735,2022-01-31 15:00:00,2022-02-01 15:00:00,David,South,Furniture,Binders,Stapler,410.47,5,0.3,125.25
ORD-1736,2022-01-31 16:00:00,2022-02-01 16:00:00,David,,Furniture,Accessories,Pen,558.17,8,0.1,476.01
ORD-1737,2022-01-31 17:00:00,2022-02-01 17:00:00,Bob,East,Office Supplies,Tables,Desk,938.65,6,,8.68
ORD-1738,2022-01-31 18:00:00,2022-02-01 18:00:00,Bob,East,Office Supplies,Phones,Printer,726.76,5,0.2,-43.79
ORD-1739,2022-01-31 19:00:00,2022-02-01 19:00:00,David,South,Office Supplies,Accessories,Monitor,555.48,1,0.0,-52.4
ORD-1740,2022-01-31 20:00:00,2022-02-01 20:00:00,Bob,West,Furniture,Tables,Paper,772.71,3,0.2,191.16
ORD-1741,2022-01-31 21:00:00,2022-02-01 21:00:00,David,East,Technology,Chairs,Stapler,377.18,9,0.0,464.85
ORD-1742,2022-01-31 22:00:00,2022-02-01 22:00:00,David,Central,Furniture,Chairs,Desk,733.16,9,0.1,226.08
ORD-1743,2022-01-31 23:00:00,2022-02-01 23:00:00,Eva,East,Technology,Binders,Pen,416.57,5,0.2,12.33
ORD-1744,2022-02-01 00:00:00,2022-02-02 00:00:00,,Central,Office Supplies,Storage,Desk,286.86,3,0.2,247.0
ORD-1745,2022-02-01 01:00:00,2022-02-02 01:00:00,David,South,Technology,Phones,Desk,613.63,6,0.2,237.39
ORD-1746,2022-02-01 02:00:00,2022-02-02 02:00:00,Charlie,East,Office Supplies,Chairs,Pen,690.01,5,,217.85
ORD-1747,2022-02-01 03:00:00,2022-02-02 03:00:00,Frank,West,Office Supplies,Tables,Paper,464.7,1,0.1,-88.4
ORD-1748,2022-02-01 04:00:00,2022-02-02 04:00:00,Alice,East,Technology,Storage,Pen,569.85,2,0.0,244.2
ORD-1749,2022-02-01 05:00:00,2022-02-02 05:00:00,Alice,,Office Supplies,Storage,Paper,697.13,5,0.2,101.12
ORD-1750,2022-02-01 06:00:00,2022-02-02 06:00:00,Alice,East,Technology,Tables,Pen,770.03,9,0.1,-186.99
ORD-1751,2022-02-01 07:00:00,2022-02-02 07:00:00,Eva,South,Office Supplies,Storage,Stapler,896.62,4,,177.84
ORD-1752,2022-02-01 08:00:00,2022-02-02 08:00:00,David,West,Furniture,Chairs,Paper,361.0,9,,492.49
ORD-1753,2022-02-01 09:00:00,2022-02-02 09:00:00,Eva,East,Furniture,Tables,Stapler,,3,0.1,44.82
ORD-1754,2022-02-01 10:00:00,2022-02-02 10:00:00,David,West,Office Supplies,Tables,Paper,640.91,1,0.0,475.89
ORD-1755,2022-02-01 11:00:00,2022-02-02 11:00:00,Eva,South,Office Supplies,Binders,Paper,789.82,6,0.1,-132.66
ORD-1756,2022-02-01 12:00:00,2022-02-02 12:00:00,Eva,Central,Technology,Phones,Pen,702.77,7,0.1,312.72
ORD-1757,2022-02-01 13:00:00,2022-02-02 13:00:00,Frank,East,Furniture,Binders,Paper,213.52,4,0.3,-119.97
ORD-1758,2022-02-01 14:00:00,2022-02-02 14:00:00,Charlie,West,Technology,Phones,Stapler,80.72,5,,-8.5
ORD-1759,2022-02-01 15:00:00,2022-02-02 15:00:00,Eva,West,Office Supplies,Tables,Pen,729.02,4,0.0,199.59
ORD-1760,2022-02-01 16:00:00,2022-02-02 16:00:00,Frank,South,Office Supplies,Storage,Monitor,,3,0.3,214.95
ORD-1761,2022-02-01 17:00:00,2022-02-02 17:00:00,Bob,East,Technology,Phones,Stapler,705.19,1,0.1,342.65
ORD-1762,2022-02-01 18:00:00,2022-02-02 18:00:00,Charlie,Central,Office Supplies,Tables,Monitor,482.07,6,,230.72
ORD-1763,2022-02-01 19:00:00,2022-02-02 19:00:00,Eva,West,Furniture,Tables,Desk,319.11,5,0.3,215.53
ORD-1764,2022-02-01 20:00:00,2022-02-02 20:00:00,Alice,,Technology,,Pen,,1,0.3,438.65
ORD-1765,2022-02-01 21:00:00,2022-02-02 21:00:00,Bob,Central,Furniture,Binders,Desk,733.23,5,0.0,116.51
ORD-1766,2022-02-01 22:00:00,2022-02-02 22:00:00,Bob,West,Furniture,Storage,Pen,284.01,6,0.1,-42.31
ORD-1767,2022-02-01 23:00:00,2022-02-02 23:00:00,Frank,West,Furniture,Accessories,Pen,717.53,5,0.0,-86.75
ORD-1768,2022-02-02 00:00:00,2022-02-03 00:00:00,Bob,Central,Technology,Chairs,Stapler,390.12,1,0.3,80.0
ORD-1769,2022-02-02 01:00:00,2022-02-03 01:00:00,,,Office Supplies,Accessories,Monitor,773.19,5,0.3,298.93
ORD-1770,2022-02-02 02:00:00,2022-02-03 02:00:00,Eva,South,Furniture,Accessories,Pen,151.38,1,0.0,-170.22
ORD-1771,2022-02-02 03:00:00,2022-02-03 03:00:00,Eva,East,Furniture,Storage,Monitor,212.93,3,0.3,-109.66
ORD-1772,2022-02-02 04:00:00,2022-02-03 04:00:00,Alice,East,Furniture,Phones,Pen,689.05,2,0.2,-125.72
ORD-1773,2022-02-02 05:00:00,2022-02-03 05:00:00,Frank,,Office Supplies,Storage,Monitor,564.63,1,,209.68
ORD-1774,2022-02-02 06:00:00,2022-02-03 06:00:00,Alice,West,Office Supplies,Storage,Desk,211.84,4,0.1,-29.99
ORD-1775,2022-02-02 07:00:00,2022-02-03 07:00:00,Bob,Central,Technology,Tables,Stapler,903.8,2,,-83.62
ORD-1776,2022-02-02 08:00:00,2022-02-03 08:00:00,Alice,Central,Office Supplies,Tables,Pen,283.18,5,0.1,214.94
ORD-1777,2022-02-02 09:00:00,2022-02-03 09:00:00,Charlie,Central,Technology,Tables,Printer,426.86,1,0.3,332.92
ORD-1778,2022-02-02 10:00:00,2022-02-03 10:00:00,Eva,West,Technology,Chairs,Monitor,210.27,1,0.0,32.51
ORD-1779,2022-02-02 11:00:00,2022-02-03 11:00:00,Bob,Central,Technology,Phones,Monitor,394.15,4,0.0,204.74
ORD-1780,2022-02-02 12:00:00,2022-02-03 12:00:00,Alice,Central,Technology,Phones,Printer,496.73,7,0.3,-131.31
ORD-1781,2022-02-02 13:00:00,2022-02-03 13:00:00,Frank,South,Technology,Tables,Stapler,302.29,2,0.1,454.63
ORD-1782,2022-02-02 14:00:00,2022-02-03 14:00:00,Charlie,West,Furniture,Accessories,Monitor,771.4,2,0.3,35.83
ORD-1783,2022-02-02 15:00:00,2022-02-03 15:00:00,Charlie,East,Office Supplies,Chairs,Stapler,399.99,1,0.1,498.25
ORD-1784,2022-02-02 16:00:00,2022-02-03 16:00:00,Alice,South,Furniture,Accessories,Monitor,732.21,5,0.3,485.01
ORD-1785,2022-02-02 17:00:00,2022-02-03 17:00:00,Eva,South,Technology,Binders,Paper,215.0,6,0.3,345.18
ORD-1786,2022-02-02 18:00:00,2022-02-03 18:00:00,Alice,East,Office Supplies,Phones,Monitor,383.27,6,0.3,-185.95
ORD-1787,2022-02-02 19:00:00,2022-02-03 19:00:00,Bob,South,Furniture,Phones,Paper,17.98,2,0.0,180.43
ORD-1788,2022-02-02 20:00:00,2022-02-03 20:00:00,Alice,,Furniture,Accessories,Pen,761.05,7,0.1,-139.21
ORD-1789,2022-02-02 21:00:00,2022-02-03 21:00:00,Charlie,Central,Technology,Chairs,Stapler,629.63,6,0.3,426.6
ORD-1790,2022-02-02 22:00:00,2022-02-03 22:00:00,Alice,West,Furniture,Phones,Monitor,819.65,8,,352.75
ORD-1791,2022-02-02 23:00:00,2022-02-03 23:00:00,Eva,East,Furniture,Accessories,Desk,461.05,6,,480.64
ORD-1792,2022-02-03 00:00:00,2022-02-04 00:00:00,Frank,East,Furniture,Storage,Desk,801.74,9,0.0,225.87
ORD-1793,2022-02-03 01:00:00,2022-02-04 01:00:00,David,South,Furniture,Storage,Printer,651.11,2,0.2,165.52
ORD-1794,2022-02-03 02:00:00,2022-02-04 02:00:00,Alice,West,Furniture,Chairs,Desk,13.58,7,0.0,163.28
ORD-1795,2022-02-03 03:00:00,2022-02-04 03:00:00,Eva,West,Technology,Accessories,Paper,261.16,5,0.2,70.51
ORD-1796,2022-02-03 04:00:00,2022-02-04 04:00:00,Eva,East,Technology,Storage,Desk,498.95,1,0.0,128.08
ORD-1797,2022-02-03 05:00:00,2022-02-04 05:00:00,Frank,West,Furniture,Chairs,Desk,622.5,3,,244.79
ORD-1798,2022-02-03 06:00:00,2022-02-04 06:00:00,Charlie,East,Technology,Tables,Desk,74.93,4,0.3,
ORD-1799,2022-02-03 07:00:00,2022-02-04 07:00:00,Eva,West,Technology,,Monitor,708.03,2,0.1,217.12
ORD-1800,2022-02-03 08:00:00,2022-02-04 08:00:00,Eva,West,Office Supplies,Binders,Printer,548.1,7,0.3,399.98
ORD-1801,2022-02-03 09:00:00,2022-02-04 09:00:00,Eva,West,Furniture,Tables,Stapler,,1,,403.95
ORD-1802,2022-02-03 10:00:00,2022-02-04 10:00:00,Eva,East,Technology,,Printer,299.13,3,0.1,163.18
ORD-1803,2022-02-03 11:00:00,2022-02-04 11:00:00,Bob,South,Technology,Tables,Paper,598.87,9,0.2,43.23
ORD-1804,2022-02-03 12:00:00,2022-02-04 12:00:00,Bob,West,Furniture,Tables,Monitor,37.22,2,0.2,247.7
ORD-1805,2022-02-03 13:00:00,2022-02-04 13:00:00,Charlie,East,Office Supplies,Accessories,Pen,74.05,5,,112.11
ORD-1806,2022-02-03 14:00:00,2022-02-04 14:00:00,Alice,East,Furniture,Accessories,Monitor,736.53,4,0.1,-142.99
ORD-1807,2022-02-03 15:00:00,2022-02-04 15:00:00,Eva,West,Office Supplies,Storage,Desk,328.67,3,0.3,64.47
ORD-1808,2022-02-03 16:00:00,2022-02-04 16:00:00,Frank,West,Furniture,Binders,Desk,353.5,5,,495.85
ORD-1809,2022-02-03 17:00:00,2022-02-04 17:00:00,Alice,South,Furniture,Accessories,Paper,216.3,6,0.2,-166.04
ORD-1810,2022-02-03 18:00:00,2022-02-04 18:00:00,Frank,East,Furniture,Phones,Pen,451.16,1,,287.67
ORD-1811,2022-02-03 19:00:00,2022-02-04 19:00:00,Alice,East,Furniture,Phones,Monitor,61.47,2,0.3,388.83
ORD-1812,2022-02-03 20:00:00,2022-02-04 20:00:00,Charlie,Central,Office Supplies,Binders,Pen,307.36,1,0.0,254.11
ORD-1813,2022-02-03 21:00:00,2022-02-04 21:00:00,Eva,East,Office Supplies,Chairs,Stapler,531.85,3,0.0,198.82
ORD-1814,2022-02-03 22:00:00,2022-02-04 22:00:00,Eva,South,Technology,Chairs,Printer,470.98,8,0.3,295.29
ORD-1815,2022-02-03 23:00:00,2022-02-04 23:00:00,David,Central,Furniture,Phones,Monitor,999.67,8,0.1,100.54
ORD-1816,2022-02-04 00:00:00,2022-02-05 00:00:00,Frank,Central,Office Supplies,Accessories,Pen,394.88,4,,-136.05
ORD-1817,2022-02-04 01:00:00,2022-02-05 01:00:00,Alice,Central,Office Supplies,Binders,Stapler,393.13,6,0.3,473.66
ORD-1818,2022-02-04 02:00:00,2022-02-05 02:00:00,Alice,West,Office Supplies,Chairs,Stapler,508.55,9,0.0,102.61
ORD-1819,2022-02-04 03:00:00,2022-02-05 03:00:00,Bob,West,Furniture,Chairs,Printer,198.4,7,0.2,265.77
ORD-1820,2022-02-04 04:00:00,2022-02-05 04:00:00,David,East,Technology,Tables,Stapler,877.54,2,0.3,
ORD-1821,2022-02-04 05:00:00,2022-02-05 05:00:00,Bob,Central,Office Supplies,,Paper,576.55,2,0.3,-161.73
ORD-1822,2022-02-04 06:00:00,2022-02-05 06:00:00,Bob,South,Furniture,Accessories,Stapler,200.19,3,0.3,466.92
ORD-1823,2022-02-04 07:00:00,2022-02-05 07:00:00,Bob,West,Office Supplies,Binders,Pen,795.51,8,0.0,354.78
ORD-1824,2022-02-04 08:00:00,2022-02-05 08:00:00,Frank,South,Office Supplies,,Paper,43.99,9,0.0,-95.63
ORD-1825,2022-02-04 09:00:00,2022-02-05 09:00:00,Frank,,Technology,Tables,Stapler,982.74,3,0.3,487.15
ORD-1826,2022-02-04 10:00:00,2022-02-05 10:00:00,,West,Office Supplies,Phones,Desk,866.5,9,0.3,315.83
ORD-1827,2022-02-04 11:00:00,2022-02-05 11:00:00,Charlie,West,Office Supplies,Phones,Stapler,583.84,8,0.1,130.63
ORD-1828,2022-02-04 12:00:00,2022-02-05 12:00:00,Bob,West,Furniture,Binders,Paper,120.18,5,0.2,227.96
ORD-1829,2022-02-04 13:00:00,2022-02-05 13:00:00,David,,Furniture,Chairs,Stapler,223.12,3,,-125.28
ORD-1830,2022-02-04 14:00:00,2022-02-05 14:00:00,Alice,Central,Technology,Binders,Stapler,286.64,7,,192.29
ORD-1831,2022-02-04 15:00:00,2022-02-05 15:00:00,,Central,Furniture,,Stapler,,9,,-148.44
ORD-1832,2022-02-04 16:00:00,2022-02-05 16:00:00,David,Central,Furniture,Storage,Paper,502.54,6,0.0,181.4
ORD-1833,2022-02-04 17:00:00,2022-02-05 17:00:00,Eva,,Technology,Tables,Stapler,945.11,3,0.0,186.89
ORD-1834,2022-02-04 18:00:00,2022-02-05 18:00:00,Frank,East,Office Supplies,Phones,Printer,449.73,5,0.1,412.11
ORD-1835,2022-02-04 19:00:00,2022-02-05 19:00:00,Frank,Central,Technology,Storage,Pen,664.95,7,0.0,307.54
ORD-1836,2022-02-04 20:00:00,2022-02-05 20:00:00,Charlie,West,Furniture,Accessories,Printer,691.7,8,0.3,-25.31
ORD-1837,2022-02-04 21:00:00,2022-02-05 21:00:00,Alice,South,Technology,Phones,Paper,872.86,4,0.2,421.9
ORD-1838,2022-02-04 22:00:00,2022-02-05 22:00:00,Alice,Central,Office Supplies,Phones,Desk,43.48,2,0.2,201.27
ORD-1839,2022-02-04 23:00:00,2022-02-05 23:00:00,Eva,East,Technology,Tables,Printer,410.29,2,0.2,224.47
ORD-1840,2022-02-05 00:00:00,2022-02-06 00:00:00,Eva,West,Furniture,Accessories,Pen,786.89,3,0.2,-81.71
ORD-1841,2022-02-05 01:00:00,2022-02-06 01:00:00,Frank,South,Furniture,Chairs,Monitor,816.72,8,,400.44
ORD-1842,2022-02-05 02:00:00,2022-02-06 02:00:00,Bob,South,Technology,Accessories,Pen,928.06,1,,451.68
ORD-1843,2022-02-05 03:00:00,2022-02-06 03:00:00,Charlie,Central,Office Supplies,Chairs,Printer,705.77,7,0.3,342.49
ORD-1844,2022-02-05 04:00:00,2022-02-06 04:00:00,Charlie,South,Technology,Accessories,Monitor,252.7,6,0.1,458.53
ORD-1845,2022-02-05 05:00:00,2022-02-06 05:00:00,Frank,Central,Office Supplies,Binders,Paper,510.61,2,0.0,11.61
ORD-1846,2022-02-05 06:00:00,2022-02-06 06:00:00,David,Central,Office Supplies,Accessories,Pen,42.02,9,0.0,402.78
ORD-1847,2022-02-05 07:00:00,2022-02-06 07:00:00,Bob,West,Technology,Storage,Desk,650.46,5,,142.23
ORD-1848,2022-02-05 08:00:00,2022-02-06 08:00:00,,West,Office Supplies,Storage,Monitor,558.75,2,0.2,
ORD-1849,2022-02-05 09:00:00,2022-02-06 09:00:00,Bob,East,Furniture,Tables,Monitor,670.17,3,0.3,268.16
ORD-1850,2022-02-05 10:00:00,2022-02-06 10:00:00,Bob,West,Technology,Chairs,Pen,930.84,7,0.1,278.88
ORD-1851,2022-02-05 11:00:00,2022-02-06 11:00:00,Bob,West,Office Supplies,Phones,Printer,690.4,7,,0.85
ORD-1852,2022-02-05 12:00:00,2022-02-06 12:00:00,Frank,Central,Furniture,,Monitor,327.25,1,0.3,-180.75
ORD-1853,2022-02-05 13:00:00,2022-02-06 13:00:00,Charlie,West,Technology,Storage,Paper,206.75,4,0.3,-60.11
ORD-1854,2022-02-05 14:00:00,2022-02-06 14:00:00,Charlie,Central,Furniture,Storage,Pen,856.09,6,,79.84
ORD-1855,2022-02-05 15:00:00,2022-02-06 15:00:00,Bob,Central,Furniture,Chairs,Paper,202.39,8,0.3,-82.71
ORD-1856,2022-02-05 16:00:00,2022-02-06 16:00:00,David,West,Furniture,Storage,Pen,169.99,3,0.2,-64.18
ORD-1857,2022-02-05 17:00:00,2022-02-06 17:00:00,Alice,East,Office Supplies,Storage,Paper,214.55,3,0.3,73.97
ORD-1858,2022-02-05 18:00:00,2022-02-06 18:00:00,Frank,East,Technology,Chairs,Printer,,8,0.1,473.25
ORD-1859,2022-02-05 19:00:00,2022-02-06 19:00:00,Alice,South,Technology,Storage,Pen,132.95,8,0.3,334.97
ORD-1860,2022-02-05 20:00:00,2022-02-06 20:00:00,David,South,Office Supplies,Phones,Desk,938.74,8,0.0,23.82
ORD-1861,2022-02-05 21:00:00,2022-02-06 21:00:00,Frank,West,Technology,Binders,Printer,966.59,1,0.3,466.12
ORD-1862,2022-02-05 22:00:00,2022-02-06 22:00:00,Bob,East,Furniture,Tables,Paper,974.06,8,,251.95
ORD-1863,2022-02-05 23:00:00,2022-02-06 23:00:00,Charlie,Central,Technology,Phones,Pen,48.73,8,0.0,118.81
ORD-1864,2022-02-06 00:00:00,2022-02-07 00:00:00,Alice,South,Office Supplies,Phones,Printer,,2,,127.81
ORD-1865,2022-02-06 01:00:00,2022-02-07 01:00:00,,Central,Furniture,Binders,Paper,997.44,9,0.1,
ORD-1866,2022-02-06 02:00:00,2022-02-07 02:00:00,Eva,South,Office Supplies,Tables,Stapler,943.0,7,0.2,
ORD-1867,2022-02-06 03:00:00,2022-02-07 03:00:00,David,West,Furniture,Phones,Stapler,674.23,8,0.1,70.64
ORD-1868,2022-02-06 04:00:00,2022-02-07 04:00:00,Bob,East,Furniture,,Monitor,704.22,2,0.0,169.53
ORD-1869,2022-02-06 05:00:00,2022-02-07 05:00:00,Alice,South,Technology,Binders,Desk,131.03,4,0.2,169.62
ORD-1870,2022-02-06 06:00:00,2022-02-07 06:00:00,Bob,East,Furniture,Tables,Stapler,875.55,7,0.3,333.22
ORD-1871,2022-02-06 07:00:00,2022-02-07 07:00:00,Alice,Central,Office Supplies,,Paper,69.04,6,0.0,51.16
ORD-1872,2022-02-06 08:00:00,2022-02-07 08:00:00,David,West,Technology,Chairs,Printer,324.55,7,0.2,301.76
ORD-1873,2022-02-06 09:00:00,2022-02-07 09:00:00,David,East,Office Supplies,Storage,Pen,991.24,1,,204.66
ORD-1874,2022-02-06 10:00:00,2022-02-07 10:00:00,Eva,West,Furniture,Binders,Printer,428.1,8,0.2,473.29
ORD-1875,2022-02-06 11:00:00,2022-02-07 11:00:00,Bob,East,Office Supplies,Chairs,Monitor,139.84,7,,69.7
ORD-1876,2022-02-06 12:00:00,2022-02-07 12:00:00,,Central,Office Supplies,Accessories,Printer,969.6,4,,
ORD-1877,2022-02-06 13:00:00,2022-02-07 13:00:00,Eva,Central,Furniture,,Stapler,984.3,1,0.2,374.45
ORD-1878,2022-02-06 14:00:00,2022-02-07 14:00:00,Bob,West,Technology,Phones,Printer,195.17,8,0.1,246.36
ORD-1879,2022-02-06 15:00:00,2022-02-07 15:00:00,Eva,Central,Office Supplies,,Stapler,866.16,7,0.1,
ORD-1880,2022-02-06 16:00:00,2022-02-07 16:00:00,Frank,South,Furniture,Binders,Stapler,,8,,-140.75
ORD-1881,2022-02-06 17:00:00,2022-02-07 17:00:00,Charlie,East,Technology,Binders,Desk,387.55,1,0.0,465.16
ORD-1882,2022-02-06 18:00:00,2022-02-07 18:00:00,Charlie,Central,Technology,Tables,Monitor,270.07,5,0.2,-125.14
ORD-1883,2022-02-06 19:00:00,2022-02-07 19:00:00,Charlie,South,Technology,Chairs,Paper,54.26,9,0.0,194.26
ORD-1884,2022-02-06 20:00:00,2022-02-07 20:00:00,Charlie,,Office Supplies,Phones,Stapler,275.33,5,0.1,31.05
ORD-1885,2022-02-06 21:00:00,2022-02-07 21:00:00,Alice,South,Office Supplies,,Pen,63.24,3,0.0,100.9
ORD-1886,2022-02-06 22:00:00,2022-02-07 22:00:00,Charlie,West,Office Supplies,Binders,Monitor,925.13,9,0.3,227.13
ORD-1887,2022-02-06 23:00:00,2022-02-07 23:00:00,Frank,West,Technology,Binders,Paper,665.1,9,0.3,436.2
ORD-1888,2022-02-07 00:00:00,2022-02-08 00:00:00,David,East,Office Supplies,Tables,Pen,887.76,4,0.1,120.3
ORD-1889,2022-02-07 01:00:00,2022-02-08 01:00:00,David,East,Furniture,Accessories,Printer,720.12,4,0.0,491.41
ORD-1890,2022-02-07 02:00:00,2022-02-08 02:00:00,Alice,South,Office Supplies,Chairs,Monitor,139.97,8,0.2,214.97
ORD-1891,2022-02-07 03:00:00,2022-02-08 03:00:00,Charlie,East,Office Supplies,Storage,Pen,941.18,7,0.1,
ORD-1892,2022-02-07 04:00:00,2022-02-08 04:00:00,Charlie,East,Technology,Accessories,Monitor,900.89,5,0.3,-66.99
ORD-1893,2022-02-07 05:00:00,2022-02-08 05:00:00,Charlie,East,Office Supplies,Accessories,Monitor,354.6,6,0.1,301.28
ORD-1894,2022-02-07 06:00:00,2022-02-08 06:00:00,Eva,South,Furniture,Binders,Printer,120.42,3,0.0,-164.72
ORD-1895,2022-02-07 07:00:00,2022-02-08 07:00:00,Bob,Central,Technology,Binders,Printer,707.11,6,0.0,136.24
ORD-1896,2022-02-07 08:00:00,2022-02-08 08:00:00,Eva,East,Furniture,Binders,Monitor,731.08,8,0.0,-96.25
ORD-1897,2022-02-07 09:00:00,2022-02-08 09:00:00,Bob,East,Technology,Accessories,Pen,897.86,9,,103.25
ORD-1898,2022-02-07 10:00:00,2022-02-08 10:00:00,Charlie,South,Technology,Chairs,Desk,62.13,3,0.0,324.94
ORD-1899,2022-02-07 11:00:00,2022-02-08 11:00:00,Charlie,Central,Office Supplies,Binders,Stapler,150.29,8,0.3,121.17
ORD-1900,2022-02-07 12:00:00,2022-02-08 12:00:00,Eva,East,Furniture,Phones,Printer,602.27,3,0.3,-85.58
ORD-1901,2022-02-07 13:00:00,2022-02-08 13:00:00,Eva,West,Technology,Chairs,Desk,622.94,2,,-23.65
ORD-1902,2022-02-07 14:00:00,2022-02-08 14:00:00,Bob,South,Office Supplies,Phones,Printer,43.27,5,0.3,57.28
ORD-1903,2022-02-07 15:00:00,2022-02-08 15:00:00,David,,Technology,Chairs,Monitor,402.96,4,0.3,-151.31
ORD-1904,2022-02-07 16:00:00,2022-02-08 16:00:00,Bob,East,Technology,Binders,Desk,588.32,5,0.1,209.04
ORD-1905,2022-02-07 17:00:00,2022-02-08 17:00:00,Eva,West,Technology,Storage,Pen,740.53,6,0.0,225.27
ORD-1906,2022-02-07 18:00:00,2022-02-08 18:00:00,Frank,West,Technology,Tables,Pen,322.99,3,0.1,-156.49
ORD-1907,2022-02-07 19:00:00,2022-02-08 19:00:00,Eva,South,Technology,Binders,Paper,489.06,1,0.1,81.62
ORD-1908,2022-02-07 20:00:00,2022-02-08 20:00:00,Frank,South,Technology,,Stapler,815.91,4,0.3,89.8
ORD-1909,2022-02-07 21:00:00,2022-02-08 21:00:00,Alice,,Office Supplies,Storage,Stapler,954.36,6,0.2,33.67
ORD-1910,2022-02-07 22:00:00,2022-02-08 22:00:00,Eva,South,Technology,Accessories,Printer,238.01,2,0.0,190.42
ORD-1911,2022-02-07 23:00:00,2022-02-08 23:00:00,Alice,West,Furniture,Chairs,Stapler,260.51,2,0.2,42.17
ORD-1912,2022-02-08 00:00:00,2022-02-09 00:00:00,David,East,Office Supplies,Accessories,Paper,940.42,1,0.3,91.49
ORD-1913,2022-02-08 01:00:00,2022-02-09 01:00:00,Bob,West,Furniture,Storage,Pen,401.95,9,,358.27
ORD-1914,2022-02-08 02:00:00,2022-02-09 02:00:00,,West,Technology,Storage,Desk,721.16,3,0.1,-86.52
ORD-1915,2022-02-08 03:00:00,2022-02-09 03:00:00,Bob,Central,Furniture,Binders,Desk,616.14,2,0.3,233.38
ORD-1916,2022-02-08 04:00:00,2022-02-09 04:00:00,Alice,West,Technology,Phones,Pen,292.73,4,0.3,153.92
ORD-1917,2022-02-08 05:00:00,2022-02-09 05:00:00,Frank,West,Technology,Binders,Monitor,657.03,6,0.2,13.55
ORD-1918,2022-02-08 06:00:00,2022-02-09 06:00:00,Bob,Central,Office Supplies,Chairs,Pen,659.01,1,,309.27
ORD-1919,2022-02-08 07:00:00,2022-02-09 07:00:00,Eva,South,Office Supplies,Accessories,Desk,596.52,9,0.1,185.83
ORD-1920,2022-02-08 08:00:00,2022-02-09 08:00:00,Charlie,Central,Technology,Phones,Printer,108.66,9,,134.15
ORD-1921,2022-02-08 09:00:00,2022-02-09 09:00:00,Alice,East,Office Supplies,Tables,Paper,995.22,8,,267.37
